club_name,transfer_movement,fee_cleaned,league_name,year,season,country
Manchester City,in,1.0,Premier League,2019,2019/2020,England
Liverpool FC,in,1.9,Premier League,2019,2019/2020,England
Liverpool FC,in,0.0,Premier League,2019,2019/2020,England
Liverpool FC,in,0.0,Premier League,2019,2019/2020,England
Chelsea FC,in,45.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,in,60.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,in,27.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,in,16.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,in,11.0,Premier League,2019,2019/2020,England
Arsenal FC,in,80.0,Premier League,2019,2019/2020,England
Arsenal FC,in,30.0,Premier League,2019,2019/2020,England
Arsenal FC,in,27.0,Premier League,2019,2019/2020,England
Arsenal FC,in,8.7,Premier League,2019,2019/2020,England
Arsenal FC,in,7.1,Premier League,2019,2019/2020,England
Manchester United,in,87.0,Premier League,2019,2019/2020,England
Manchester United,in,55.0,Premier League,2019,2019/2020,England
Manchester United,in,17.8,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,38.0,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,18.0,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,17.9,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,13.8,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,8.9,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,0.5,Premier League,2019,2019/2020,England
Everton FC,in,30.4,Premier League,2019,2019/2020,England
Everton FC,in,27.5,Premier League,2019,2019/2020,England
Everton FC,in,25.0,Premier League,2019,2019/2020,England
Everton FC,in,25.0,Premier League,2019,2019/2020,England
Everton FC,in,9.5,Premier League,2019,2019/2020,England
Everton FC,in,2.5,Premier League,2019,2019/2020,England
Everton FC,in,0.0,Premier League,2019,2019/2020,England
Leicester City,in,45.0,Premier League,2019,2019/2020,England
Leicester City,in,33.4,Premier League,2019,2019/2020,England
Leicester City,in,19.2,Premier League,2019,2019/2020,England
Leicester City,in,6.7,Premier League,2019,2019/2020,England
Leicester City,in,0.0,Premier League,2019,2019/2020,England
West Ham United,in,50.0,Premier League,2019,2019/2020,England
West Ham United,in,28.0,Premier League,2019,2019/2020,England
West Ham United,in,11.3,Premier League,2019,2019/2020,England
West Ham United,in,0.0,Premier League,2019,2019/2020,England
West Ham United,in,0.0,Premier League,2019,2019/2020,England
Watford FC,in,30.0,Premier League,2019,2019/2020,England
Watford FC,in,6.0,Premier League,2019,2019/2020,England
Watford FC,in,0.0,Premier League,2019,2019/2020,England
Watford FC,in,0.0,Premier League,2019,2019/2020,England
Crystal Palace,in,3.3,Premier League,2019,2019/2020,England
Crystal Palace,in,2.8,Premier League,2019,2019/2020,England
Crystal Palace,in,1.5,Premier League,2019,2019/2020,England
Crystal Palace,in,0.0,Premier League,2019,2019/2020,England
Crystal Palace,in,0.0,Premier League,2019,2019/2020,England
Newcastle United,in,44.0,Premier League,2019,2019/2020,England
Newcastle United,in,18.0,Premier League,2019,2019/2020,England
Newcastle United,in,5.4,Premier League,2019,2019/2020,England
Newcastle United,in,1.0,Premier League,2019,2019/2020,England
Newcastle United,in,0.0,Premier League,2019,2019/2020,England
AFC Bournemouth,in,16.5,Premier League,2019,2019/2020,England
AFC Bournemouth,in,16.46,Premier League,2019,2019/2020,England
AFC Bournemouth,in,14.8,Premier League,2019,2019/2020,England
AFC Bournemouth,in,4.45,Premier League,2019,2019/2020,England
AFC Bournemouth,in,2.7,Premier League,2019,2019/2020,England
Burnley FC,in,10.0,Premier League,2019,2019/2020,England
Burnley FC,in,2.75,Premier League,2019,2019/2020,England
Burnley FC,in,1.1,Premier League,2019,2019/2020,England
Southampton FC,in,25.1,Premier League,2019,2019/2020,England
Southampton FC,in,16.7,Premier League,2019,2019/2020,England
Southampton FC,in,15.7,Premier League,2019,2019/2020,England
Southampton FC,in,4.0,Premier League,2019,2019/2020,England
Brighton & Hove Albion,in,22.22,Premier League,2019,2019/2020,England
Brighton & Hove Albion,in,22.22,Premier League,2019,2019/2020,England
Brighton & Hove Albion,in,15.56,Premier League,2019,2019/2020,England
Brighton & Hove Albion,in,3.9,Premier League,2019,2019/2020,England
Brighton & Hove Albion,in,0.0,Premier League,2019,2019/2020,England
Norwich City,in,3.0,Premier League,2019,2019/2020,England
Norwich City,in,0.83,Premier League,2019,2019/2020,England
Norwich City,in,0.335,Premier League,2019,2019/2020,England
Norwich City,in,0.0,Premier League,2019,2019/2020,England
Sheffield United,in,19.1,Premier League,2019,2019/2020,England
Sheffield United,in,11.1,Premier League,2019,2019/2020,England
Sheffield United,in,7.8,Premier League,2019,2019/2020,England
Sheffield United,in,5.6,Premier League,2019,2019/2020,England
Sheffield United,in,3.9,Premier League,2019,2019/2020,England
Sheffield United,in,0.0,Premier League,2019,2019/2020,England
Sheffield United,in,0.0,Premier League,2019,2019/2020,England
Sheffield United,in,0.0,Premier League,2019,2019/2020,England
Aston Villa,in,25.0,Premier League,2019,2019/2020,England
Aston Villa,in,22.3,Premier League,2019,2019/2020,England
Aston Villa,in,16.8,Premier League,2019,2019/2020,England
Aston Villa,in,15.5,Premier League,2019,2019/2020,England
Aston Villa,in,13.3,Premier League,2019,2019/2020,England
Aston Villa,in,12.0,Premier League,2019,2019/2020,England
Aston Villa,in,10.0,Premier League,2019,2019/2020,England
Aston Villa,in,9.0,Premier League,2019,2019/2020,England
Aston Villa,in,8.8,Premier League,2019,2019/2020,England
Aston Villa,in,8.0,Premier League,2019,2019/2020,England
Aston Villa,in,4.5,Premier League,2019,2019/2020,England
Aston Villa,in,3.4,Premier League,2019,2019/2020,England
Liverpool FC,in,8.5,Premier League,2019,2019/2020,England
Tottenham Hotspur,in,30.0,Premier League,2019,2019/2020,England
Tottenham Hotspur,in,4.5,Premier League,2019,2019/2020,England
Arsenal FC,in,8.0,Premier League,2019,2019/2020,England
Manchester United,in,63.0,Premier League,2019,2019/2020,England
Manchester United,in,12.0,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,19.6,Premier League,2019,2019/2020,England
Wolverhampton Wanderers,in,0.0,Premier League,2019,2019/2020,England
Everton FC,in,1.1,Premier League,2019,2019/2020,England
West Ham United,in,21.3,Premier League,2019,2019/2020,England
West Ham United,in,4.7,Premier League,2019,2019/2020,England
West Ham United,in,4.5,Premier League,2019,2019/2020,England
Watford FC,in,8.5,Premier League,2019,2019/2020,England
Watford FC,in,4.0,Premier League,2019,2019/2020,England
Newcastle United,in,2.0,Premier League,2019,2019/2020,England
Newcastle United,in,1.5,Premier League,2019,2019/2020,England
Newcastle United,in,1.0,Premier League,2019,2019/2020,England
Burnley FC,in,10.0,Premier League,2019,2019/2020,England
Brighton & Hove Albion,in,3.3,Premier League,2019,2019/2020,England
Brighton & Hove Albion,in,1.2,Premier League,2019,2019/2020,England
Norwich City,in,4.15,Premier League,2019,2019/2020,England
Norwich City,in,0.5,Premier League,2019,2019/2020,England
Sheffield United,in,23.0,Premier League,2019,2019/2020,England
Aston Villa,in,10.5,Premier League,2019,2019/2020,England
Aston Villa,in,0.4,Premier League,2019,2019/2020,England
Aston Villa,in,0.0,Premier League,2019,2019/2020,England
Arsenal FC,in,50.0,Premier League,2020,2020/2021,England
Arsenal FC,in,26.0,Premier League,2020,2020/2021,England
Arsenal FC,in,6.0,Premier League,2020,2020/2021,England
Arsenal FC,in,2.0,Premier League,2020,2020/2021,England
Arsenal FC,in,0.0,Premier League,2020,2020/2021,England
Arsenal FC,in,0.0,Premier League,2020,2020/2021,England
Aston Villa,in,34.0,Premier League,2020,2020/2021,England
Aston Villa,in,18.4,Premier League,2020,2020/2021,England
Aston Villa,in,17.4,Premier League,2020,2020/2021,England
Aston Villa,in,15.75,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,11.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,5.5,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,4.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,2.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,1.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,0.0,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,0.0,Premier League,2020,2020/2021,England
Burnley FC,in,1.1,Premier League,2020,2020/2021,England
Chelsea FC,in,80.0,Premier League,2020,2020/2021,England
Chelsea FC,in,53.0,Premier League,2020,2020/2021,England
Chelsea FC,in,50.2,Premier League,2020,2020/2021,England
Chelsea FC,in,40.0,Premier League,2020,2020/2021,England
Chelsea FC,in,24.0,Premier League,2020,2020/2021,England
Chelsea FC,in,0.0,Premier League,2020,2020/2021,England
Chelsea FC,in,0.0,Premier League,2020,2020/2021,England
Crystal Palace,in,17.8,Premier League,2020,2020/2021,England
Crystal Palace,in,1.1,Premier League,2020,2020/2021,England
Crystal Palace,in,0.0,Premier League,2020,2020/2021,England
Crystal Palace,in,0.0,Premier League,2020,2020/2021,England
Everton FC,in,27.5,Premier League,2020,2020/2021,England
Everton FC,in,23.6,Premier League,2020,2020/2021,England
Everton FC,in,22.0,Premier League,2020,2020/2021,England
Everton FC,in,0.27,Premier League,2020,2020/2021,England
Everton FC,in,0.0,Premier League,2020,2020/2021,England
Fulham FC,in,11.7,Premier League,2020,2020/2021,England
Fulham FC,in,6.5,Premier League,2020,2020/2021,England
Fulham FC,in,4.4,Premier League,2020,2020/2021,England
Fulham FC,in,3.2,Premier League,2020,2020/2021,England
Fulham FC,in,2.5,Premier League,2020,2020/2021,England
Fulham FC,in,2.2,Premier League,2020,2020/2021,England
Fulham FC,in,2.1,Premier League,2020,2020/2021,England
Fulham FC,in,2.0,Premier League,2020,2020/2021,England
Fulham FC,in,1.65,Premier League,2020,2020/2021,England
Fulham FC,in,1.0,Premier League,2020,2020/2021,England
Leeds United,in,30.0,Premier League,2020,2020/2021,England
Leeds United,in,20.0,Premier League,2020,2020/2021,England
Leeds United,in,18.6,Premier League,2020,2020/2021,England
Leeds United,in,17.7,Premier League,2020,2020/2021,England
Leeds United,in,13.0,Premier League,2020,2020/2021,England
Leeds United,in,6.5,Premier League,2020,2020/2021,England
Leeds United,in,1.0,Premier League,2020,2020/2021,England
Leicester City,in,35.0,Premier League,2020,2020/2021,England
Leicester City,in,20.9,Premier League,2020,2020/2021,England
Leicester City,in,3.5,Premier League,2020,2020/2021,England
Liverpool FC,in,44.7,Premier League,2020,2020/2021,England
Liverpool FC,in,22.0,Premier League,2020,2020/2021,England
Liverpool FC,in,13.0,Premier League,2020,2020/2021,England
Manchester City,in,68.0,Premier League,2020,2020/2021,England
Manchester City,in,45.3,Premier League,2020,2020/2021,England
Manchester City,in,33.5,Premier League,2020,2020/2021,England
Manchester City,in,6.5,Premier League,2020,2020/2021,England
Manchester City,in,4.5,Premier League,2020,2020/2021,England
Manchester United,in,39.0,Premier League,2020,2020/2021,England
Manchester United,in,15.0,Premier League,2020,2020/2021,England
Manchester United,in,8.5,Premier League,2020,2020/2021,England
Manchester United,in,0.0,Premier League,2020,2020/2021,England
Newcastle United,in,22.25,Premier League,2020,2020/2021,England
Newcastle United,in,16.5,Premier League,2020,2020/2021,England
Newcastle United,in,0.25,Premier League,2020,2020/2021,England
Newcastle United,in,0.0,Premier League,2020,2020/2021,England
Newcastle United,in,0.0,Premier League,2020,2020/2021,England
Newcastle United,in,0.0,Premier League,2020,2020/2021,England
Sheffield United,in,26.0,Premier League,2020,2020/2021,England
Sheffield United,in,20.5,Premier League,2020,2020/2021,England
Sheffield United,in,6.5,Premier League,2020,2020/2021,England
Sheffield United,in,3.85,Premier League,2020,2020/2021,England
Sheffield United,in,3.85,Premier League,2020,2020/2021,England
Sheffield United,in,2.0,Premier League,2020,2020/2021,England
Sheffield United,in,0.0,Premier League,2020,2020/2021,England
Southampton FC,in,13.3,Premier League,2020,2020/2021,England
Southampton FC,in,12.0,Premier League,2020,2020/2021,England
Southampton FC,in,12.0,Premier League,2020,2020/2021,England
Tottenham Hotspur,in,32.0,Premier League,2020,2020/2021,England
Tottenham Hotspur,in,30.0,Premier League,2020,2020/2021,England
Tottenham Hotspur,in,16.8,Premier League,2020,2020/2021,England
Tottenham Hotspur,in,16.6,Premier League,2020,2020/2021,England
Tottenham Hotspur,in,12.1,Premier League,2020,2020/2021,England
Tottenham Hotspur,in,3.0,Premier League,2020,2020/2021,England
Tottenham Hotspur,in,0.0,Premier League,2020,2020/2021,England
West Bromwich Albion,in,16.5,Premier League,2020,2020/2021,England
West Bromwich Albion,in,13.5,Premier League,2020,2020/2021,England
West Bromwich Albion,in,8.25,Premier League,2020,2020/2021,England
West Bromwich Albion,in,1.1,Premier League,2020,2020/2021,England
West Bromwich Albion,in,1.1,Premier League,2020,2020/2021,England
West Bromwich Albion,in,0.0,Premier League,2020,2020/2021,England
West Ham United,in,16.2,Premier League,2020,2020/2021,England
West Ham United,in,6.0,Premier League,2020,2020/2021,England
West Ham United,in,4.4,Premier League,2020,2020/2021,England
West Ham United,in,1.1,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,in,40.0,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,in,32.0,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,in,9.8,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,in,2.0,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,in,1.0,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,in,0.0,Premier League,2020,2020/2021,England
Arsenal FC,in,2.0,Premier League,2020,2020/2021,England
Aston Villa,in,15.8,Premier League,2020,2020/2021,England
Brighton & Hove Albion,in,5.0,Premier League,2020,2020/2021,England
Crystal Palace,in,3.5,Premier League,2020,2020/2021,England
Liverpool FC,in,1.85,Premier League,2020,2020/2021,England
Liverpool FC,in,1.1,Premier League,2020,2020/2021,England
Manchester City,in,8.5,Premier League,2020,2020/2021,England
Manchester City,in,6.0,Premier League,2020,2020/2021,England
Manchester United,in,21.3,Premier League,2020,2020/2021,England
West Bromwich Albion,in,1.58,Premier League,2020,2020/2021,England
West Bromwich Albion,in,0.11,Premier League,2020,2020/2021,England
West Bromwich Albion,in,0.0,Premier League,2020,2020/2021,England
West Ham United,in,23.1,Premier League,2020,2020/2021,England
West Ham United,in,2.3,Premier League,2020,2020/2021,England
West Ham United,in,1.6,Premier League,2020,2020/2021,England
Wolverhampton Wanderers,in,3.0,Premier League,2020,2020/2021,England
Arsenal FC,in,58.5,Premier League,2021,2021/2022,England
Arsenal FC,in,35.0,Premier League,2021,2021/2022,England
Arsenal FC,in,28.0,Premier League,2021,2021/2022,England
Arsenal FC,in,18.6,Premier League,2021,2021/2022,England
Arsenal FC,in,17.5,Premier League,2021,2021/2022,England
Arsenal FC,in,8.0,Premier League,2021,2021/2022,England
Aston Villa,in,38.4,Premier League,2021,2021/2022,England
Aston Villa,in,32.0,Premier League,2021,2021/2022,England
Aston Villa,in,29.42,Premier League,2021,2021/2022,England
Aston Villa,in,0.0,Premier League,2021,2021/2022,England
Brentford FC,in,15.7,Premier League,2021,2021/2022,England
Brentford FC,in,10.0,Premier League,2021,2021/2022,England
Brentford FC,in,10.0,Premier League,2021,2021/2022,England
Brentford FC,in,1.0,Premier League,2021,2021/2022,England
Brighton & Hove Albion,in,23.0,Premier League,2021,2021/2022,England
Brighton & Hove Albion,in,18.0,Premier League,2021,2021/2022,England
Brighton & Hove Albion,in,8.0,Premier League,2021,2021/2022,England
Brighton & Hove Albion,in,5.0,Premier League,2021,2021/2022,England
Brighton & Hove Albion,in,3.0,Premier League,2021,2021/2022,England
Burnley FC,in,15.0,Premier League,2021,2021/2022,England
Burnley FC,in,14.0,Premier League,2021,2021/2022,England
Burnley FC,in,2.9,Premier League,2021,2021/2022,England
Burnley FC,in,0.0,Premier League,2021,2021/2022,England
Burnley FC,in,0.0,Premier League,2021,2021/2022,England
Chelsea FC,in,113.0,Premier League,2021,2021/2022,England
Chelsea FC,in,5.0,Premier League,2021,2021/2022,England
Chelsea FC,in,0.0,Premier League,2021,2021/2022,England
Crystal Palace,in,23.34,Premier League,2021,2021/2022,England
Crystal Palace,in,17.5,Premier League,2021,2021/2022,England
Crystal Palace,in,16.3,Premier League,2021,2021/2022,England
Crystal Palace,in,9.3,Premier League,2021,2021/2022,England
Crystal Palace,in,7.0,Premier League,2021,2021/2022,England
Crystal Palace,in,0.0,Premier League,2021,2021/2022,England
Crystal Palace,in,0.0,Premier League,2021,2021/2022,England
Everton FC,in,2.0,Premier League,2021,2021/2022,England
Everton FC,in,0.0,Premier League,2021,2021/2022,England
Everton FC,in,0.0,Premier League,2021,2021/2022,England
Everton FC,in,0.0,Premier League,2021,2021/2022,England
Everton FC,in,0.0,Premier League,2021,2021/2022,England
Leeds United,in,29.1,Premier League,2021,2021/2022,England
Leeds United,in,15.0,Premier League,2021,2021/2022,England
Leeds United,in,12.8,Premier League,2021,2021/2022,England
Leeds United,in,2.0,Premier League,2021,2021/2022,England
Leicester City,in,30.0,Premier League,2021,2021/2022,England
Leicester City,in,20.0,Premier League,2021,2021/2022,England
Leicester City,in,17.6,Premier League,2021,2021/2022,England
Leicester City,in,0.0,Premier League,2021,2021/2022,England
Liverpool FC,in,40.0,Premier League,2021,2021/2022,England
Manchester City,in,117.5,Premier League,2021,2021/2022,England
Manchester City,in,0.0,Premier League,2021,2021/2022,England
Manchester United,in,85.0,Premier League,2021,2021/2022,England
Manchester United,in,40.0,Premier League,2021,2021/2022,England
Manchester United,in,15.0,Premier League,2021,2021/2022,England
Manchester United,in,0.0,Premier League,2021,2021/2022,England
Newcastle United,in,29.4,Premier League,2021,2021/2022,England
Norwich City,in,11.0,Premier League,2021,2021/2022,England
Norwich City,in,11.0,Premier League,2021,2021/2022,England
Norwich City,in,9.5,Premier League,2021,2021/2022,England
Norwich City,in,9.3,Premier League,2021,2021/2022,England
Norwich City,in,7.5,Premier League,2021,2021/2022,England
Norwich City,in,5.85,Premier League,2021,2021/2022,England
Norwich City,in,4.0,Premier League,2021,2021/2022,England
Norwich City,in,3.9,Premier League,2021,2021/2022,England
Norwich City,in,2.0,Premier League,2021,2021/2022,England
Southampton FC,in,17.7,Premier League,2021,2021/2022,England
Southampton FC,in,12.0,Premier League,2021,2021/2022,England
Southampton FC,in,7.5,Premier League,2021,2021/2022,England
Southampton FC,in,5.9,Premier League,2021,2021/2022,England
Southampton FC,in,0.0,Premier League,2021,2021/2022,England
Tottenham Hotspur,in,25.0,Premier League,2021,2021/2022,England
Tottenham Hotspur,in,25.0,Premier League,2021,2021/2022,England
Tottenham Hotspur,in,16.9,Premier League,2021,2021/2022,England
Watford FC,in,10.0,Premier League,2021,2021/2022,England
Watford FC,in,4.0,Premier League,2021,2021/2022,England
Watford FC,in,3.5,Premier League,2021,2021/2022,England
Watford FC,in,1.0,Premier League,2021,2021/2022,England
Watford FC,in,0.3,Premier League,2021,2021/2022,England
Watford FC,in,0.0,Premier League,2021,2021/2022,England
Watford FC,in,0.0,Premier League,2021,2021/2022,England
Watford FC,in,0.0,Premier League,2021,2021/2022,England
Watford FC,in,0.0,Premier League,2021,2021/2022,England
West Ham United,in,35.0,Premier League,2021,2021/2022,England
West Ham United,in,30.0,Premier League,2021,2021/2022,England
West Ham United,in,5.2,Premier League,2021,2021/2022,England
West Ham United,in,2.3,Premier League,2021,2021/2022,England
West Ham United,in,2.0,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,11.1,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,8.0,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,6.0,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,5.2,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,2.0,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,0.0,Premier League,2021,2021/2022,England
Arsenal FC,in,1.82,Premier League,2021,2021/2022,England
Aston Villa,in,30.0,Premier League,2021,2021/2022,England
Aston Villa,in,0.0,Premier League,2021,2021/2022,England
Brighton & Hove Albion,in,11.0,Premier League,2021,2021/2022,England
Brighton & Hove Albion,in,7.0,Premier League,2021,2021/2022,England
Burnley FC,in,17.5,Premier League,2021,2021/2022,England
Crystal Palace,in,11.0,Premier League,2021,2021/2022,England
Crystal Palace,in,1.18,Premier League,2021,2021/2022,England
Everton FC,in,23.5,Premier League,2021,2021/2022,England
Everton FC,in,14.0,Premier League,2021,2021/2022,England
Everton FC,in,0.0,Premier League,2021,2021/2022,England
Liverpool FC,in,47.0,Premier League,2021,2021/2022,England
Manchester City,in,17.0,Premier League,2021,2021/2022,England
Newcastle United,in,42.1,Premier League,2021,2021/2022,England
Newcastle United,in,30.0,Premier League,2021,2021/2022,England
Newcastle United,in,30.0,Premier League,2021,2021/2022,England
Newcastle United,in,15.0,Premier League,2021,2021/2022,England
Tottenham Hotspur,in,19.0,Premier League,2021,2021/2022,England
Tottenham Hotspur,in,10.0,Premier League,2021,2021/2022,England
Watford FC,in,5.0,Premier League,2021,2021/2022,England
Watford FC,in,5.0,Premier League,2021,2021/2022,England
Watford FC,in,4.7,Premier League,2021,2021/2022,England
Watford FC,in,4.0,Premier League,2021,2021/2022,England
Watford FC,in,3.0,Premier League,2021,2021/2022,England
Watford FC,in,3.0,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,3.5,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,1.2,Premier League,2021,2021/2022,England
Wolverhampton Wanderers,in,0.6,Premier League,2021,2021/2022,England
Arsenal FC,in,52.2,Premier League,2022,2022/2023,England
Arsenal FC,in,35.0,Premier League,2022,2022/2023,England
Arsenal FC,in,35.0,Premier League,2022,2022/2023,England
Arsenal FC,in,6.36,Premier League,2022,2022/2023,England
Arsenal FC,in,3.5,Premier League,2022,2022/2023,England
Aston Villa,in,31.0,Premier League,2022,2022/2023,England
Aston Villa,in,20.0,Premier League,2022,2022/2023,England
Aston Villa,in,15.0,Premier League,2022,2022/2023,England
Aston Villa,in,3.5,Premier League,2022,2022/2023,England
Aston Villa,in,0.5,Premier League,2022,2022/2023,England
Aston Villa,in,0.0,Premier League,2022,2022/2023,England
AFC Bournemouth,in,15.0,Premier League,2022,2022/2023,England
AFC Bournemouth,in,11.9,Premier League,2022,2022/2023,England
AFC Bournemouth,in,0.0,Premier League,2022,2022/2023,England
AFC Bournemouth,in,0.0,Premier League,2022,2022/2023,England
AFC Bournemouth,in,0.0,Premier League,2022,2022/2023,England
Brentford FC,in,19.0,Premier League,2022,2022/2023,England
Brentford FC,in,16.5,Premier League,2022,2022/2023,England
Brentford FC,in,15.0,Premier League,2022,2022/2023,England
Brentford FC,in,0.0,Premier League,2022,2022/2023,England
Brentford FC,in,0.0,Premier League,2022,2022/2023,England
Brighton & Hove Albion,in,17.8,Premier League,2022,2022/2023,England
Brighton & Hove Albion,in,11.6,Premier League,2022,2022/2023,England
Brighton & Hove Albion,in,10.4,Premier League,2022,2022/2023,England
Brighton & Hove Albion,in,8.0,Premier League,2022,2022/2023,England
Chelsea FC,in,80.4,Premier League,2022,2022/2023,England
Chelsea FC,in,65.3,Premier League,2022,2022/2023,England
Chelsea FC,in,56.2,Premier League,2022,2022/2023,England
Chelsea FC,in,38.0,Premier League,2022,2022/2023,England
Chelsea FC,in,18.0,Premier League,2022,2022/2023,England
Chelsea FC,in,12.0,Premier League,2022,2022/2023,England
Chelsea FC,in,9.09,Premier League,2022,2022/2023,England
Chelsea FC,in,3.0,Premier League,2022,2022/2023,England
Crystal Palace,in,22.6,Premier League,2022,2022/2023,England
Crystal Palace,in,12.0,Premier League,2022,2022/2023,England
Crystal Palace,in,0.0,Premier League,2022,2022/2023,England
Crystal Palace,in,0.0,Premier League,2022,2022/2023,England
Everton FC,in,35.0,Premier League,2022,2022/2023,England
Everton FC,in,24.0,Premier League,2022,2022/2023,England
Everton FC,in,11.8,Premier League,2022,2022/2023,England
Everton FC,in,10.4,Premier League,2022,2022/2023,England
Everton FC,in,4.0,Premier League,2022,2022/2023,England
Everton FC,in,0.0,Premier League,2022,2022/2023,England
Fulham FC,in,20.0,Premier League,2022,2022/2023,England
Fulham FC,in,17.8,Premier League,2022,2022/2023,England
Fulham FC,in,9.5,Premier League,2022,2022/2023,England
Fulham FC,in,5.5,Premier League,2022,2022/2023,England
Fulham FC,in,5.0,Premier League,2022,2022/2023,England
Fulham FC,in,3.6,Premier League,2022,2022/2023,England
Fulham FC,in,0.0,Premier League,2022,2022/2023,England
Leeds United,in,32.84,Premier League,2022,2022/2023,England
Leeds United,in,25.0,Premier League,2022,2022/2023,England
Leeds United,in,17.0,Premier League,2022,2022/2023,England
Leeds United,in,13.0,Premier League,2022,2022/2023,England
Leeds United,in,12.0,Premier League,2022,2022/2023,England
Leeds United,in,5.8,Premier League,2022,2022/2023,England
Leeds United,in,4.5,Premier League,2022,2022/2023,England
Leeds United,in,0.0,Premier League,2022,2022/2023,England
Leicester City,in,17.0,Premier League,2022,2022/2023,England
Leicester City,in,0.0,Premier League,2022,2022/2023,England
Liverpool FC,in,75.0,Premier League,2022,2022/2023,England
Liverpool FC,in,5.9,Premier League,2022,2022/2023,England
Liverpool FC,in,4.9,Premier League,2022,2022/2023,England
Liverpool FC,in,4.5,Premier League,2022,2022/2023,England
Manchester City,in,60.0,Premier League,2022,2022/2023,England
Manchester City,in,49.0,Premier League,2022,2022/2023,England
Manchester City,in,17.5,Premier League,2022,2022/2023,England
Manchester City,in,13.0,Premier League,2022,2022/2023,England
Manchester City,in,0.0,Premier League,2022,2022/2023,England
Manchester United,in,95.0,Premier League,2022,2022/2023,England
Manchester United,in,70.65,Premier League,2022,2022/2023,England
Manchester United,in,57.37,Premier League,2022,2022/2023,England
Manchester United,in,15.0,Premier League,2022,2022/2023,England
Manchester United,in,2.31,Premier League,2022,2022/2023,England
Manchester United,in,0.0,Premier League,2022,2022/2023,England
Newcastle United,in,70.0,Premier League,2022,2022/2023,England
Newcastle United,in,37.0,Premier League,2022,2022/2023,England
Newcastle United,in,17.5,Premier League,2022,2022/2023,England
Newcastle United,in,11.5,Premier League,2022,2022/2023,England
Nottingham Forest,in,29.5,Premier League,2022,2022/2023,England
Nottingham Forest,in,20.5,Premier League,2022,2022/2023,England
Nottingham Forest,in,20.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,14.8,Premier League,2022,2022/2023,England
Nottingham Forest,in,13.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,10.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,10.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,9.4,Premier League,2022,2022/2023,England
Nottingham Forest,in,9.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,8.5,Premier League,2022,2022/2023,England
Nottingham Forest,in,5.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,4.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,2.6,Premier League,2022,2022/2023,England
Nottingham Forest,in,2.4,Premier League,2022,2022/2023,England
Nottingham Forest,in,2.3,Premier League,2022,2022/2023,England
Nottingham Forest,in,0.95,Premier League,2022,2022/2023,England
Nottingham Forest,in,0.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,0.0,Premier League,2022,2022/2023,England
Nottingham Forest,in,0.0,Premier League,2022,2022/2023,England
Southampton FC,in,14.0,Premier League,2022,2022/2023,England
Southampton FC,in,13.0,Premier League,2022,2022/2023,England
Southampton FC,in,12.3,Premier League,2022,2022/2023,England
Southampton FC,in,10.0,Premier League,2022,2022/2023,England
Southampton FC,in,10.0,Premier League,2022,2022/2023,England
Southampton FC,in,7.1,Premier League,2022,2022/2023,England
Southampton FC,in,7.0,Premier League,2022,2022/2023,England
Southampton FC,in,0.0,Premier League,2022,2022/2023,England
