club_id,season,transfer_spending
131,2016,94750000.0
131,2017,348100000.0
131,2018,120900000.0
131,2019,279000000.0
131,2020,111940000.0
131,2021,69000000.0
131,2022,159000000.0
132,2013,0.0
132,2014,0.0
132,2015,0.0
132,2016,0.0
132,2017,200000.0
132,2018,0.0
132,2019,0.0
132,2020,475000.0
132,2021,0.0
132,2022,0.0
133,2014,0.0
133,2015,0.0
133,2016,0.0
133,2018,0.0
133,2019,0.0
133,2020,0.0
133,2021,0.0
133,2022,550000.0
141,2013,18950000.0
141,2014,0.0
141,2015,1500000.0
141,2016,12800000.0
141,2017,27750000.0
141,2018,8000000.0
141,2019,300000.0
141,2020,1150000.0
141,2021,29350000.0
141,2022,45540000.0
142,2013,0.0
142,2014,0.0
142,2015,0.0
142,2017,0.0
142,2018,0.0
142,2019,450000.0
142,2020,0.0
142,2021,0.0
142,2022,0.0
143,2015,200000.0
143,2017,0.0
143,2018,0.0
143,2019,0.0
143,2020,100000.0
144,2013,1200000.0
144,2014,350000.0
144,2015,0.0
144,2017,0.0
144,2018,0.0
144,2019,0.0
144,2020,0.0
144,2021,0.0
144,2022,750000.0
148,2013,63300000.0
148,2014,40180000.0
148,2015,65000000.0
148,2016,57000000.0
148,2017,77500000.0
148,2018,0.0
148,2019,130000000.0
148,2020,107500000.0
148,2021,85900000.0
148,2022,171900000.0
150,2013,0.0
150,2014,0.0
150,2015,2250000.0
150,2016,14400000.0
150,2017,13000000.0
150,2018,24500000.0
150,2019,91450000.0
150,2020,0.0
150,2021,3250000.0
150,2022,27400000.0
151,2015,0.0
151,2016,0.0
151,2017,0.0
152,2014,0.0
152,2016,0.0
152,2017,0.0
152,2020,810000.0
152,2021,290000.0
152,2022,241000.0
156,2015,100000.0
156,2016,170000.0
156,2019,600000.0
156,2020,0.0
156,2021,0.0
156,2022,180000.0
157,2013,810000.0
157,2014,2600000.0
157,2015,1550000.0
157,2016,3650000.0
157,2017,9350000.0
157,2018,5950000.0
157,2019,7800000.0
157,2020,17550000.0
157,2021,8900000.0
157,2022,13850000.0
159,2013,140000.0
159,2014,0.0
159,2015,0.0
159,2017,3100000.0
159,2018,1300000.0
159,2019,2350000.0
159,2020,0.0
159,2021,0.0
159,2022,2300000.0
161,2019,1800000.0
161,2021,0.0
161,2022,0.0
162,2013,97000000.0
162,2014,26750000.0
162,2015,41000000.0
162,2016,31000000.0
162,2017,97400000.0
162,2018,117200000.0
162,2019,183000000.0
162,2020,51200000.0
162,2021,35300000.0
162,2022,42500000.0
163,2016,250000.0
163,2018,0.0
163,2022,0.0
164,2013,0.0
164,2014,1130000.0
164,2015,0.0
164,2016,0.0
164,2017,300000.0
164,2018,10200000.0
164,2019,0.0
164,2020,610000.0
164,2021,0.0
164,2022,0.0
166,2013,0.0
166,2018,0.0
167,2013,0.0
167,2014,2500000.0
167,2015,9200000.0
167,2016,5000000.0
167,2017,6500000.0
167,2018,3000000.0
167,2019,21800000.0
167,2020,10300000.0
167,2021,23560000.0
167,2022,13250000.0
168,2016,50000.0
168,2017,0.0
168,2018,150000.0
168,2020,0.0
168,2021,300000.0
168,2022,0.0
169,2013,0.0
169,2014,0.0
169,2015,0.0
169,2016,0.0
169,2017,0.0
169,2018,0.0
169,2019,0.0
169,2022,0.0
170,2013,0.0
170,2014,800000.0
170,2015,700000.0
170,2016,700000.0
170,2017,900000.0
170,2018,2800000.0
170,2019,90000.0
170,2021,0.0
170,2022,1500000.0
171,2016,0.0
171,2018,0.0
171,2022,0.0
172,2014,0.0
172,2015,0.0
172,2016,0.0
172,2017,3100000.0
172,2018,0.0
172,2019,6900000.0
172,2020,1150000.0
172,2021,2765000.0
172,2022,3350000.0
173,2013,0.0
173,2014,100000.0
173,2015,0.0
173,2016,0.0
173,2017,0.0
173,2018,0.0
173,2019,385000.0
173,2020,0.0
173,2021,210000.0
173,2022,600000.0
177,2022,0.0
180,2013,10000000.0
180,2014,26500000.0
180,2015,51700000.0
180,2016,51900000.0
180,2017,23250000.0
180,2018,37250000.0
180,2019,57500000.0
